ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
10735,150000,1,4,3,21,-1,-1,0,-2,1,0,154471,186799,173367,90343,57912,103667,77174,37147,38320,1081,3827,22354
10736,360000,2,1,1,50,-1,0,-2,1,1,-1,376394,214288,237750,171915,329036,270751,33782,28807,95510,49577,130087,24878
10737,250000,2,2,2,29,-1,1,-2,0,0,2,131296,66001,247690,174366,186933,187718,23303,30309,18325,57975,39636,31836
10738,50000,2,3,1,24,2,0,1,-1,-1,0,38215,34418,47580,52709,14599,22403,7753,12564,11360,19943,482,2899
10739,50000,1,3,2,34,-1,0,0,-2,-1,-1,32846,50387,33937,31176,13008,23984,8694,5462,16141,4673,152,7603
10740,150000,1,1,2,25,-1,0,-1,0,-1,0,94284,28256,129459,76310,17804,50380,21720,7506,32580,4421,3012,58
10741,250000,2,3,1,29,-1,-1,-1,1,-1,2,129701,275018,222575,53130,11190,180700,59616,48316,81037,24258,2320,53070
10742,200000,1,2,2,30,-1,-1,2,0,-1,-1,26141,239031,84206,8329,210346,15323,11772,90802,30645,2309,67767,5611
10743,120000,2,3,2,34,-1,4,-1,-1,-1,2,26384,39208,2176,139153,1429,106462,1542,18300,1044,13474,151,9135
10744,150000,2,1,1,21,-2,0,-1,1,1,0,162915,99057,137209,93892,12703,71475,19272,36912,31886,31966,5271,15539
10745,250000,2,2,2,38,-1,1,0,-2,0,7,149788,93116,193527,91227,198953,209228,4020,4029,75528,38350,53439,41767
10746,150000,2,2,2,29,0,-1,-2,-1,-1,1,124446,164665,50882,88264,39222,59778,1413,26096,12160,36832,4058,11427
10747,360000,2,3,1,21,-1,-1,1,0,-1,-1,351199,55254,166963,381914,225720,209121,94741,24400,22349,29302,56026,85357
10748,500000,2,2,2,35,3,3,1,1,0,-1,521014,420493,204923,319418,224222,396036,924,176068,12443,158060,35355,180208
10749,360000,2,3,1,51,0,-1,-1,-1,-1,0,244722,266810,301588,356870,209115,253961,105551,100609,20789,47813,52738,91544
10750,250000,2,2,1,21,1,-1,-1,-1,-1,1,108067,39405,148689,60947,3487,62077,565,18815,10581,18583,639,5873
10751,50000,2,2,2,33,-1,-2,0,-1,-1,3,37732,35205,8146,53612,30801,21045,1498,4037,3357,12833,6873,3061
10752,100000,2,3,3,35,-1,2,0,-1,0,1,125514,29766,89985,53311,110110,36626,46754,3221,6457,15537,37289,12204
10753,80000,1,3,2,46,0,0,-1,0,6,1,48578,44473,36962,10715,56217,44323,16144,5218,10501,437,494,17764
10754,200000,1,1,2,25,0,-1,0,0,0,1,164313,164070,10094,129267,39185,136500,618,30255,2575,27596,2363,33225
10755,80000,2,2,3,44,1,-1,-1,-1,0,1,95325,82841,3179,97448,56236,20799,40068,6812,72,44542,218,3583
10756,250000,2,1,1,28,2,2,-1,1,-1,5,280516,242500,90642,241233,170536,128971,55331,51431,23049,116118,48189,64387
10757,30000,1,2,1,42,-1,0,-1,0,0,-1,35448,8553,11964,-2180,25155,10318,10837,3879,1641,0,9489,4666
10758,250000,2,4,2,44,-1,-1,-1,0,0,-1,143472,68793,197210,233264,196326,75081,17860,24899,85813,83358,95433,14413
10759,150000,2,3,2,31,0,2,-1,-1,0,0,10196,45466,56799,117716,23695,31796,336,17715,10102,50525,8350,9016
10760,300000,1,3,1,23,0,-2,0,3,-1,1,89804,135543,336219,156491,285150,28218,22969,31226,156602,52213,59565,6952
10761,100000,2,2,1,37,-1,-2,-1,0,2,1,34418,40698,72757,71340,2216,88763,14820,17077,10100,14389,136,37540
10762,200000,2,3,1,36,3,0,-1,-1,6,-1,35237,126896,85623,18012,208858,212330,14016,46723,2224,3983,54876,46323
10763,150000,1,5,2,24,-1,-2,-1,2,-1,-1,99428,66876,20842,46450,24171,102355,22864,14744,5622,21862,7115,20546
10764,800000,2,3,1,38,-1,-2,-1,-1,0,-1,75203,833495,87489,359980,726577,212097,14677,75325,12527,123345,70493,35082
10765,250000,1,3,1,34,-1,-1,3,-1,2,-1,197490,14352,72706,151356,45609,132399,94333,1298,17625,47189,4914,56519
10766,150000,1,2,1,34,0,-1,-1,2,0,1,11133,53952,37521,9920,112832,88766,3725,24226,13364,642,34674,33420
10767,50000,2,2,2,35,0,2,-1,1,0,-1,68436,35496,40052,59223,22658,42121,29687,9720,15752,17838,5663,8667
10768,360000,2,2,2,34,2,0,2,0,-1,-1,248495,61831,77749,355316,391555,320824,37619,7671,21425,94816,185794,142332
10769,50000,1,3,1,29,-1,0,0,-1,0,0,33413,10321,67976,35664,28470,44147,12669,4698,947,16132,12308,13061
10770,200000,2,3,1,40,-1,2,0,-1,-1,1,121938,14600,150471,232359,107409,226271,5405,5654,53423,92334,38166,87984
10771,500000,2,1,2,25,-1,0,0,1,-1,0,428342,593143,26282,37113,464238,190444,76184,159886,9649,7508,139604,67338
10772,50000,2,5,1,52,-1,2,0,-2,-1,0,52934,54202,23183,45155,18220,34870,18758,5154,6242,7726,2952,16565
10773,50000,2,3,2,21,0,-1,-2,1,0,0,52820,13190,45911,548,16104,58803,11808,4457,8290,249,6069,3757
10774,300000,2,3,2,42,-1,-1,-2,0,2,0,296612,268449,118867,330911,201696,290415,42107,63830,54012,83498,47803,111097
10775,300000,2,2,2,42,0,2,-1,0,-1,2,101684,295502,171189,261041,296248,66761,34374,113589,84993,50053,12439,15387
10776,80000,2,2,2,32,0,-1,1,-1,0,0,65476,10345,14223,20073,43320,33519,19562,2639,549,8514,13488,4985
10777,50000,1,1,1,24,-1,-2,0,-1,-1,0,15776,45935,53494,29525,5257,55089,7685,15785,22418,13822,2564,1595
10778,30000,1,2,2,35,-1,0,0,0,0,-1,-3126,-3327,39223,10996,27143,32596,0,0,1023,1550,11868,4102
10779,1000000,1,2,2,26,2,0,0,2,-1,0,241695,108455,1068037,390672,996784,949516,94501,41758,172846,84291,493143,135659
10780,300000,2,3,1,32,5,6,-1,0,1,-2,160351,199577,112144,245912,329054,57817,29809,22578,8580,94703,52116,2354
10781,360000,2,3,1,26,2,0,-1,3,-2,-1,262448,406261,285946,368438,191790,315396,87852,81290,63648,56452,13590,63543
10782,120000,2,2,2,43,-1,0,-1,1,1,2,125093,49595,63186,41744,73565,27028,61315,11953,19487,16371,2158,5389
10783,30000,2,2,2,34,5,-1,0,3,0,-1,28702,8282,24130,23401,9922,11538,13875,41,1526,10663,343,2668
10784,20000,1,1,2,45,1,1,0,0,0,-1,14647,2546,21371,22536,23275,21725,1641,1152,2596,9905,8721,5253
10785,80000,2,3,1,34,0,-1,0,-1,-1,-1,84764,48210,51777,46535,54530,81400,11383,2293,375,13774,4942,36524
10786,500000,2,4,1,21,0,0,0,0,-1,-1,322046,161958,466139,450729,48880,391192,159438,42352,162896,95324,5698,128695
10787,500000,2,2,2,36,1,-1,0,0,3,2,272659,72830,424662,539917,57227,285509,21705,35499,166025,260891,2122,23699
10788,300000,2,2,2,47,-2,1,-2,2,-1,-1,131634,276782,302720,60791,79714,261511,51612,48791,356,17217,33390,39067
10789,50000,1,2,1,33,0,-1,-1,2,1,2,16437,46615,41006,-1223,518,24711,3641,14547,17455,0,141,10138
10790,100000,2,3,2,23,1,-1,0,-1,-1,0,97722,111076,39299,69632,34494,62170,46472,33356,15590,25158,11042,11276
10791,50000,1,3,2,31,-1,0,7,0,-1,0,49717,10627,23622,7117,45336,45891,24264,5305,9589,2009,4055,16307
10792,50000,1,6,2,24,0,0,-1,-1,0,0,51853,17477,33850,13069,35313,15620,4657,463,5500,2061,11544,1319
10793,200000,2,5,3,43,1,0,2,2,0,-1,80054,234424,67029,42558,17749,137100,9128,42017,20199,6059,698,1986
10794,120000,1,1,2,24,0,0,1,8,-1,0,20591,76639,71561,89699,50772,87385,4200,34753,28623,16793,8942,30301
10795,80000,2,2,1,26,0,0,0,1,-1,-1,15213,21017,81604,73235,10606,44748,1883,5941,40203,2101,715,1012
10796,30000,1,2,2,34,0,1,0,1,-1,3,4481,16166,-1494,9213,17232,5592,1195,1081,0,4359,4987,105
10797,150000,2,2,1,46,-1,0,2,0,2,0,19976,31652,82938,37081,90574,66526,5380,7899,9495,7747,34335,30374
10798,80000,1,2,2,26,0,1,0,0,-1,-1,2792,45848,21820,-2924,77555,83164,67,11596,639,0,344,14683
10799,100000,2,3,1,32,-1,-2,0,0,-1,3,55122,97232,103631,54176,21631,28255,2582,24354,3493,25819,3773,6345
10800,80000,1,2,2,30,0,-1,5,-1,0,5,-4613,25129,32116,16443,2525,23340,0,2199,13199,2594,286,7714
10801,100000,2,2,2,31,0,-2,4,2,3,0,55201,11186,44752,103276,43815,16368,2349,5462,4818,26989,20193,616
10802,150000,2,3,2,21,-1,2,1,-1,-1,0,58067,18985,40932,153681,60535,137926,18991,9388,18561,45351,14720,47399
10803,10000,2,2,2,22,-1,0,3,2,0,2,1258,3191,7262,6332,11012,5304,629,926,2198,924,3583,2571
10804,300000,2,3,1,27,0,0,0,-1,-1,-1,74269,59329,145651,88338,61810,202022,27178,806,18511,13032,19122,30508
10805,500000,1,2,3,37,-1,0,-1,0,0,2,407248,498341,273563,168670,415964,214535,87558,68675,19294,68831,197871,3239
10806,150000,2,2,1,29,-1,0,-2,1,-1,1,12727,172416,121331,144760,179728,154030,4407,5503,60477,35120,19845,69289
10807,50000,1,2,1,21,2,4,-1,2,-2,1,-2344,25461,43797,24636,30627,12851,0,1611,21330,4036,13169,1185
10808,1000000,2,4,3,31,2,-1,-1,-1,0,-1,726079,716187,624001,635578,241089,841047,88464,294474,29685,40784,74586,281008
10809,100000,2,2,2,37,-1,-1,1,-1,0,-1,54009,103759,45432,76621,45088,89596,4439,44983,464,22599,9594,1058
10810,200000,2,2,2,49,4,-1,0,-1,-1,0,47457,46210,230868,216936,17677,114898,11889,21415,74333,37226,4081,45229
10811,200000,2,2,2,37,0,-1,4,-1,1,-1,106046,37973,109878,67936,95718,110737,30908,14633,54566,28490,36743,49967
10812,100000,1,3,1,26,0,0,-2,-1,0,0,45440,88681,68192,40373,101439,75925,665,3491,4203,4948,1428,35251
10813,50000,2,3,1,35,0,0,-1,0,0,1,21129,3728,19447,48693,23375,4430,7509,1585,1567,12908,6083,1217
10814,800000,2,3,2,32,1,1,-1,0,0,-1,98758,678324,749971,177806,572413,321066,44280,143004,104390,34706,188865,126095
10815,20000,2,3,2,22,-1,0,0,-1,0,2,18020,14812,17329,-1845,2124,-3034,5134,6699,7852,0,825,0
10816,120000,1,2,2,35,2,3,0,0,-1,0,18340,75129,131376,13619,17490,72796,6015,18154,41350,2747,2461,4948
10817,50000,2,2,2,47,2,2,6,-1,0,-1,33864,-6397,29102,61052,28301,7907,5910,0,934,20460,695,54
10818,80000,1,2,2,46,-1,0,0,-1,0,0,31118,35814,46249,68797,-4269,65606,13047,66,14134,11972,0,10306
10819,300000,2,3,2,21,0,1,0,2,1,2,87086,152790,225954,149168,222171,243249,8255,9614,6145,49551,50854,36909
10820,80000,2,2,1,33,0,2,-1,2,0,0,27981,82987,81880,24825,11867,4868,9453,41447,24141,5383,5133,1251
10821,30000,2,1,2,31,-1,-1,2,0,1,-1,12029,-8164,18690,28422,17444,16386,4599,0,1369,4296,2566,5264
10822,50000,2,3,2,32,2,1,0,0,-1,-2,55745,25638,9886,31443,47345,57000,5137,12476,1671,2160,18103,18019
10823,300000,2,2,2,35,3,-2,-1,1,0,-1,100970,336424,78315,75296,355574,114841,3614,19931,26840,1495,129915,45485
10824,800000,1,1,1,23,1,-1,-1,-1,-2,-2,907793,511014,521525,901679,568402,70358,97016,108028,125531,352839,233605,28541
10825,50000,2,2,2,32,1,-1,0,0,0,-1,48445,14918,14996,-998,42207,13700,11509,4368,5457,0,4230,5817
10826,200000,2,4,2,32,-1,-1,0,-1,1,0,164156,142861,16489,40353,35134,93703,27408,8175,2455,19839,9164,15203
10827,30000,2,2,2,51,-1,-1,-1,0,0,-1,16113,3973,6643,26871,21091,26068,905,1735,1584,7327,4681,6730
10828,250000,2,3,2,23,-1,-1,6,2,-1,2,53081,142281,286287,127635,67541,201425,6423,54692,33532,19091,17067,10703
10829,100000,2,2,2,35,3,-2,0,0,-1,0,24948,20947,100158,43010,18866,115751,7236,3658,340,18139,25,30647
10830,360000,1,2,2,21,1,0,0,-1,2,-1,5112,5830,213304,5430,351945,366230,1684,2021,10361,2161,20513,174041
10831,80000,1,2,1,46,3,1,-1,0,0,-1,30683,34817,66040,62975,65655,101394,14582,7213,8034,26136,22466,35592
10832,500000,1,2,2,31,-2,-1,0,-1,-1,0,537027,106741,568852,229668,528871,410598,57559,38924,106457,98528,106821,27736
10833,120000,2,1,2,36,0,0,-1,2,0,-1,105330,35760,132238,92313,20413,18500,14300,12079,27749,45485,2383,9075
10834,80000,1,2,1,32,1,4,1,1,3,7,81842,68136,41346,65784,29787,91551,21599,7270,11640,2801,12220,20676
10835,200000,2,3,1,22,0,0,0,-1,0,-1,90116,197904,145793,192463,147686,237760,43618,37207,20902,22387,37134,93668
10836,50000,1,2,2,37,-1,-1,0,0,-1,-1,9181,33773,15966,37667,43575,32104,1020,14080,6269,3200,15367,12802
10837,50000,2,2,1,37,2,-1,0,-2,0,-1,44296,40321,33843,19993,20376,42546,9643,19929,16340,8551,5494,11684
10838,50000,2,2,2,26,0,1,0,0,0,0,52009,21156,6801,39796,47927,3811,17283,10133,41,3338,7370,1137
10839,500000,2,2,2,36,-1,0,1,0,0,0,401245,409128,498044,140475,148002,118643,61492,173212,191546,12128,63683,16275
10840,120000,2,6,1,33,0,-1,1,-1,-2,3,75007,93694,153228,10995,14501,129635,18258,35647,5374,2454,6654,58413
10841,250000,1,3,1,49,-2,-1,0,0,4,2,6837,255501,61874,113354,152310,233675,2195,77540,22774,15353,45459,85457
10842,120000,1,2,1,43,0,2,-1,-1,-1,-2,-6792,123084,116380,94513,73726,4562,0,23294,43459,24117,8786,80
10843,150000,1,5,2,42,0,-2,0,3,2,-1,25697,17160,60162,90863,51298,132697,1722,2428,15279,36185,9620,45546
10844,150000,2,3,1,37,0,3,0,2,-1,-1,22122,68517,138911,63267,106165,64768,8494,11925,14644,8269,39946,3973
10845,800000,2,2,1,35,-1,1,-1,0,1,-1,872571,870423,135340,810239,881935,921714,373439,164730,26778,277448,263566,309947
10846,200000,2,2,2,30,2,4,0,-1,0,-1,223626,161833,40789,54181,206047,153641,94173,14098,8236,12000,92500,14758
10847,50000,1,2,2,26,0,-1,0,1,0,-2,10745,35697,3743,7277,26528,33926,4483,6816,1054,1866,2659,10189
10848,10000,2,2,1,43,-1,2,-1,-1,0,3,8774,21574,16754,1098,4038,5060,3293,5638,3666,64,751,2455
10849,50000,2,2,2,24,-1,-1,-1,5,0,3,32720,48581,32277,22852,26145,43754,9245,15746,2007,3722,1871,14701
10850,120000,1,2,1,34,0,2,-1,0,-1,0,62007,3643,37245,127515,26122,98148,6169,1333,7722,6733,1889,27091
10851,100000,2,2,2,23,7,-1,-1,-1,1,0,98927,89052,103310,82937,13637,38501,15672,33806,38801,40966,6302,5922
10852,300000,2,1,2,32,-1,0,-1,-1,3,-1,287645,201824,35604,203348,137142,148075,131912,29481,8193,41145,37265,37129
10853,250000,1,2,2,30,-1,-1,-1,-1,4,-1,147519,297441,123909,286907,132481,202831,2362,127867,26403,58762,17285,46222
10854,30000,1,2,2,40,1,-1,2,-1,0,0,23014,31365,7862,12273,9720,12407,5959,4255,627,2822,213,2102
10855,500000,2,1,2,24,-1,-1,1,0,-1,1,349116,265130,211397,528644,397741,355110,38410,120770,15969,2179,119760,7189
10856,150000,2,2,1,21,-1,0,5,0,1,1,48474,135808,3408,57435,67570,135938,755,8627,225,22761,17654,34912
10857,150000,1,2,2,38,5,-1,2,0,0,-1,110304,126383,85605,31227,4608,76271,21393,11767,22247,4746,1636,8322
10858,100000,2,3,2,43,1,2,0,0,1,0,71017,88055,96989,-1215,45792,40583,2002,34287,25336,0,21733,12351
10859,200000,2,3,1,29,-1,1,-1,1,-2,2,47323,67061,22838,66701,28026,1964,6040,13783,2899,26227,3487,703
10860,360000,1,3,2,35,-1,-1,-1,0,-1,0,327353,266259,426888,146195,404598,319130,135363,114313,104972,61820,87279,45951
10861,200000,2,3,2,32,3,0,1,-2,-1,3,118457,150495,66116,88226,84668,130878,17701,25164,16354,37214,13713,14810
10862,800000,1,3,2,31,-1,-1,-1,0,1,0,750099,950076,910715,686827,929329,684005,285366,370126,10981,283482,441848,226541
10863,200000,1,3,2,40,0,0,1,3,-1,0,122862,49628,52033,36937,42522,70045,47255,1270,9088,3416,19123,15292
10864,300000,1,2,2,39,-1,-1,1,-1,-1,0,172993,74681,25841,12306,199571,94244,81393,35238,10122,662,71025,34274
10865,20000,2,5,1,41,-1,0,0,1,-1,0,20217,30187,16809,13177,15392,21558,3318,663,6325,2351,4353,1111
10866,200000,1,2,1,34,-2,0,-1,-1,0,-2,2839,144865,136747,2181,159262,193412,1119,45408,14218,151,32815,87728
10867,200000,2,2,1,36,-1,1,4,1,0,0,114275,129869,209786,37062,36089,16066,39701,11190,24192,8398,15086,6795
10868,30000,1,3,1,35,-1,-1,-1,-2,0,-1,24063,27027,29018,914,41867,2738,817,11899,9655,175,17640,1054
10869,300000,1,2,2,38,2,0,-1,1,3,-1,76054,136769,94075,300078,150598,156896,1420,49915,23131,16433,67136,30051
10870,200000,2,2,2,33,-1,5,0,1,1,-1,216007,72374,94236,53944,29693,222335,11730,32884,38571,17672,124,108096
10871,30000,1,3,1,22,-1,0,-1,0,2,0,28249,16632,2191,28859,17851,-3721,8557,5846,467,5869,2383,0
10872,150000,2,1,2,36,1,0,-1,0,1,-1,25105,74778,164713,26937,40382,24378,9987,32074,64407,2445,12839,7136
10873,120000,2,3,1,37,2,-1,-1,3,-1,1,106807,93462,107492,52734,64387,40605,5740,24993,5898,8083,30742,20224
10874,50000,1,5,2,36,-1,-1,-1,0,-1,-1,33832,53314,-2684,18459,47469,59906,2616,24732,0,6606,3164,10391
10875,10000,2,3,1,45,-2,2,5,-1,-1,0,8558,5409,302,-3394,15181,-4747,3342,1506,15,0,6260,0
10876,80000,2,2,2,40,0,0,0,0,0,0,17184,95982,93483,9832,53619,57087,1788,1714,5671,4267,5399,10110
10877,200000,2,2,1,42,-1,0,-1,-1,-1,-1,33645,67600,101275,196231,215561,148067,11903,27902,3626,59654,73202,29495
10878,80000,1,3,2,24,5,0,2,-1,2,-1,56595,73729,32255,49028,44675,44965,21003,36024,10810,12723,21224,8091
10879,80000,2,3,1,40,3,3,-1,2,2,-1,72697,77760,92303,60525,55078,95366,14078,29417,45905,13229,18748,36974
10880,250000,1,2,2,33,-2,0,-2,-1,3,-1,191365,19543,76939,91018,235016,7636,16862,9538,21368,36552,103464,700
10881,250000,2,2,2,26,0,-1,0,3,-1,3,197235,264903,58819,216398,131865,27964,73172,70240,16816,89374,16371,462
10882,200000,1,2,1,44,1,0,0,0,-1,0,122833,200661,3750,66204,217646,201693,30974,77954,901,1035,40585,20818
10883,30000,2,3,1,22,-1,0,-1,-1,-1,0,11775,41612,22345,12367,5841,37458,3695,20410,2871,108,2362,15224
10884,120000,2,2,2,21,1,0,1,-1,0,0,33471,106202,135924,140207,28684,113824,6260,26091,16274,39213,3056,43235
10885,150000,2,3,1,32,0,3,-1,0,-1,0,159502,66455,149506,178624,185336,76077,26835,1804,38195,31890,66009,35843
10886,250000,2,2,2,59,-1,1,0,0,-1,4,250273,92954,61238,186454,255296,275598,119538,35520,21733,56739,81276,9062
10887,360000,1,2,2,36,0,0,3,0,2,-2,57958,68430,351316,329518,242070,172878,15795,16330,168778,96212,4961,54945
10888,80000,1,6,1,43,-1,0,0,0,-1,1,9646,89005,24743,65659,39640,44410,2438,35673,1027,2064,11918,17792
10889,100000,2,3,2,36,-1,5,-2,-1,0,0,100543,91096,100593,96069,32828,29237,47407,2162,23487,4884,4824,9251
10890,250000,2,2,2,27,0,0,2,-1,-1,0,96760,123213,145068,101854,227043,236333,18034,57190,36681,3987,89258,6477
10891,200000,2,1,2,42,-1,-2,0,-1,0,-1,199697,95581,112648,139279,53743,138714,54627,1244,4598,22409,2373,42692
10892,150000,2,1,2,24,0,-1,2,1,-1,-1,140942,160873,19827,89066,53260,134650,6928,43912,2206,6582,5960,37493
10893,80000,1,3,2,39,0,-2,0,-1,0,2,27037,71849,7858,19614,52965,70695,8014,30745,86,7880,23755,34889
10894,50000,2,2,2,21,-1,3,2,0,0,0,4387,17290,16209,25563,58513,60869,1960,1309,5341,295,13140,11715
10895,50000,1,2,2,24,1,0,-1,-1,-1,-1,26707,57162,-425,19237,59490,19781,11586,7021,0,2314,21293,6000
10896,30000,2,1,2,49,-1,0,1,-2,0,-1,-1484,26591,28349,23585,394,29534,0,8385,961,661,30,2999
10897,30000,2,5,2,49,-1,2,2,0,0,0,3440,5756,11378,9493,30520,37633,34,917,4957,658,6696,12067
10898,300000,2,2,3,26,2,-1,0,-1,0,-1,49563,186325,347520,171525,16077,281332,21564,25925,132454,42715,549,47768
10899,100000,1,2,2,41,-2,1,1,-1,-1,0,105895,25413,66583,66288,38510,65515,33259,4538,1414,30965,8882,31283
10900,20000,1,3,1,43,-1,0,0,0,-1,3,16283,19889,18175,17230,14018,12869,2588,9106,7360,7644,5271,5590
10901,360000,2,3,2,40,0,0,-1,-1,-1,-1,428821,208830,150515,43388,127168,107036,15023,68944,16080,12460,15773,35134
10902,50000,2,2,2,34,0,-1,0,-1,1,0,37094,46507,33994,9102,63066,7169,546,13177,3582,706,9478,2207
10903,50000,1,3,2,21,-1,-1,-2,-1,-1,0,59273,-8306,59571,54244,30815,49018,26563,0,27134,12696,7047,2583
10904,50000,1,3,1,49,0,0,0,-1,3,0,25530,20556,7518,12259,25979,31955,119,7885,558,3388,2961,13847
10905,800000,2,2,2,28,-1,0,-1,1,0,1,718269,840898,496615,472651,701276,72461,7982,215120,168370,149270,318390,15905
10906,30000,1,3,1,43,0,0,1,0,3,2,3385,6163,17509,6855,23849,10909,324,908,5612,1331,9426,2862
10907,250000,2,3,1,44,-1,4,-1,1,0,0,92256,264714,287563,288841,285336,225764,17934,114818,105479,70787,55639,99358
10908,500000,2,3,1,31,0,-1,0,1,0,0,292730,133579,352772,579680,412957,513818,83892,62035,171160,14481,19044,24278
10909,200000,2,1,1,37,0,-1,-1,-1,3,0,74070,163918,206551,212793,29359,96091,31879,38813,67708,35958,14474,1822
10910,300000,1,3,2,36,1,-1,0,-1,0,0,337139,63888,42581,6143,88806,114926,137674,21298,3737,1992,6707,5517
10911,50000,2,3,2,26,0,2,0,3,3,-1,5826,11469,29500,29437,32640,36869,950,3950,4231,9605,6936,4954
10912,200000,2,1,2,34,0,0,0,-1,1,-1,13545,157087,55486,214698,130358,205259,3245,19365,12557,74657,24507,73937
10913,200000,1,3,1,38,-1,1,-1,1,-2,0,163788,204283,173044,81145,108744,82634,62834,24219,10876,14892,34336,26798
10914,120000,1,2,2,48,-1,0,1,0,2,-1,66628,26147,117530,64359,68010,107654,15698,12833,32706,10924,8670,4500
10915,360000,1,3,1,48,-1,-2,-1,0,0,0,256177,214818,412289,398699,33774,211219,99024,13519,174295,48234,12285,79193
10916,200000,2,3,1,24,-1,0,0,-1,-2,1,119461,82593,237867,75810,60550,204499,24832,817,77535,8132,18853,3812
10917,360000,2,2,2,44,-2,0,-1,0,-1,2,88203,120869,133389,129738,288550,155449,12749,36473,60284,19962,59861,33817
10918,250000,2,3,2,21,5,0,-1,0,-2,0,254019,227960,219094,300858,252022,3474,126479,74901,31202,33946,27221,428
10919,150000,2,2,1,32,2,0,-1,0,-1,-1,51444,154980,113970,85761,57472,153787,21525,22392,19659,35649,26227,36505
10920,120000,2,3,1,24,5,-1,-1,-1,0,-1,47687,115863,17353,105402,10094,93669,11312,34249,2848,21578,2004,39315
10921,120000,1,3,1,43,0,2,3,3,1,-2,100822,40175,39814,118372,-1162,22593,49670,19007,13997,11346,0,45
10922,20000,2,3,2,39,0,2,-1,0,-1,-1,-3542,14922,12566,17682,1656,18739,0,2885,3380,2377,48,4079
10923,150000,2,2,2,21,0,-2,-1,-1,0,0,56375,100367,116475,29635,72670,82063,17931,16470,37054,322,8170,18670
10924,100000,2,3,2,27,0,1,-1,-1,0,-1,45426,115276,23949,72960,53095,70451,6201,43380,6073,3869,26179,34316
10925,50000,2,3,1,36,0,0,0,1,0,6,36854,32130,26874,-3829,1766,6542,10621,6733,8437,0,48,133
10926,30000,1,1,1,34,0,-1,0,-2,5,-1,36837,23783,24892,38881,16941,2100,4683,4084,8154,11592,1667,299
10927,100000,1,2,2,31,2,0,1,-1,2,0,84782,51641,97646,67260,56550,61750,27317,17334,44598,13355,2228,5959
10928,20000,2,3,1,32,0,0,0,0,-1,-2,7411,17879,12874,9123,-1024,25970,1930,467,1815,2432,0,79
10929,1000000,2,4,1,21,0,1,0,3,0,1,339136,558265,917838,642744,314124,978011,55785,177521,178604,56706,141172,231814
10930,100000,2,3,1,47,2,0,2,0,0,0,111599,107255,27274,73169,60971,48920,17853,1926,9869,13807,13167,6169
10931,100000,1,4,1,44,2,-1,0,0,-1,-1,-4741,14859,9933,61165,77646,79605,0,6369,1936,26099,11037,2883
10932,20000,2,2,1,42,1,0,0,-1,-1,3,14536,11617,1409,-7950,17388,696,4087,2499,28,0,5474,285
10933,100000,2,2,2,34,0,0,-1,-2,-1,2,54028,85225,32625,25937,73887,20400,14605,11630,8059,12527,1479,4764
10934,10000,2,2,2,37,0,0,-2,0,-2,1,7159,2822,3257,9602,9059,6712,46,704,1159,1264,694,819
10935,20000,2,2,1,47,-1,1,3,2,-1,0,7947,11584,20153,19712,8100,-549,3200,1696,9482,1669,3737,0
10936,80000,1,2,2,30,0,2,-1,4,0,0,24547,35397,92935,22450,36849,26517,6765,2558,5785,9038,16505,6787
10937,300000,1,2,1,33,0,-1,3,5,-1,5,12417,170200,21837,225466,51525,314296,1270,82269,8450,66880,3245,150227
10938,120000,1,2,1,21,-1,0,-1,2,0,0,127934,30726,84020,125021,142413,38101,57966,11756,20564,42382,34,1353
10939,10000,2,3,1,36,1,4,2,1,-1,0,8899,4405,-3400,11287,4530,167,1746,1604,0,173,2227,22
10940,50000,2,3,1,35,0,-2,3,-1,-1,-1,66449,5780,34195,8700,49551,60339,740,2456,10284,572,16099,5481
10941,250000,2,2,2,30,-1,-1,0,-1,-1,2,200133,297852,2520,87684,198300,156770,10908,91719,675,13496,97308,72375
